id_original,id_simple,Sample Date,Sample Year,Processing Date,Lake,Gear,Site,Time,Processing Crew,Species,Total length (mm),Weight (g),sex,mature,gonad wt (only M BG),Isotope ID,age,diet weight (g),diet contents (%),,Zooplankton,unknown benthic invert,vegetation,unknown terr invert,unknown fish,Mayfly nymph,Mayfly adult,Amphipod,Chironomid larvae,Oligochaete,Chironomid pupa,Chironomid adult,Diptera larvae,Diptera adult,YP,Megaloptera larvae,beetle,Crayfish,collembola,leech,Odonata nymph,Odonata adult,snail,CMM,BG,frog (tadpole_,frog (adult),BLN,caddisfly,LMB,LMB YOY,BC,bivalve,veligers,JD,ID,GS,Lepomis spp,YOY (unknown),fish eggs,unknown,Notes
MCD105,MCD105,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,130,42,M,Y,NA,MCD105,4,0.3,"30% MAYFLY, 30% ZOOP, 40% SNAIL",,0.09,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"30% MAYFLY, 30% ZOOP, 40% SNAIL"
MCD106,MCD106,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,121,27,F,Y,NA,MCD106,6,0.118,100% MACROINVERTS,,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD107,MCD107,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,104,20,UNK,UNK,NA,MCD107,4,0.113,100% MACROINVERTS,,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD108,MCD108,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,121,28,M,N,NA,MCD108,4,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD109,MCD109,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,121,29,F,Y,NA,MCD109,4,0.3,"20% MAYFLY, 80% TERRESTRIAL INSECTS",,0,0,0,0.24,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"20% MAYFLY, 80% TERRESTRIAL INSECTS"
MCD110,MCD110,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,116,22,F,Y,NA,MCD110,5,0.101,100% MACROS,,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROS
MCD111,MCD111,6/13/17,2017,NA,MCD,EF,NA,NA,CS,BG,122,25,F,Y,NA,MCD111,5,0.1,"10% SNAIL, 5% ZOOP, 85% MACROS",,0.005,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"10% SNAIL, 5% ZOOP, 85% MACROS"
MCD112,MCD112,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,125,33,F,Y,NA,MCD112,5,0.2,"10% SNAIL, 90% MACROS",,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"10% SNAIL, 90% MACROS"
MCD113,MCD113,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,130,36,M,Y,NA,MCD113,6,0.303,100% MACROINVERTS,,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD114,MCD114,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,120,30,F,Y,NA,MCD114,4,0.095,"95% SNAIL, 5 % MUCK",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"95% SNAIL, 5 % MUCK"
MCD115,MCD115,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,121,26,F,Y,NA,MCD115,4,0.136,100% MACROINVERTS,,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD116,MCD116,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,120,26,F,Y,NA,MCD116,4,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD117,MCD117,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,132,31,F,Y,NA,MCD117,5,0.4,"10% SNAIL, 90% MACROS",,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"10% SNAIL, 90% MACROS"
MCD118,MCD118,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,116,31,M,N,NA,MCD118,4,0.2,"15% SNAIL, 85% MACROS",,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"15% SNAIL, 85% MACROS"
MCD119,MCD119,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,115,26,F,Y,NA,MCD119,5,0.08,"60% MUCK, 40% MACROS",,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"60% MUCK, 40% MACROS"
MCD120,MCD120,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,106,20,F,Y,NA,MCD120,4,0.025,"25% MACROS, 75% MUCK",,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"25% MACROS, 75% MUCK"
MCD121,MCD121,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,126,26,M,N,NA,MCD121,4,0.03,"15% AMPHIPODS, 85% MUCK",,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"15% AMPHIPODS, 85% MUCK"
MCD122,MCD122,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,108,20,F,Y,NA,MCD122,4,0,100% UNK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% UNK
MCD123,MCD123,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,114,26,F,Y,NA,MCD123,5,0.005,"5% SNAIL, 95% UNK",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"5% SNAIL, 95% UNK"
MCD124,MCD124,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,106,19,F,N,NA,MCD124,4,0.2,"60% VELIGERS, 10% SNAILS, 30% MACROS",,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,,0,0,0.12,0,,0,,,,,"60% VELIGERS, 10% SNAILS, 30% MACROS"
MCD125,MCD125,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,110,19,F,Y,NA,MCD125,4,0.01,"5% SNAIL, 95% UNK",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"5% SNAIL, 95% UNK"
MCD126,MCD126,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,114,24,F,Y,NA,MCD126,4,0.03,"30% SNIAL, 70% UNK",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"30% SNIAL, 70% UNK"
MCD127,MCD127,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,112,19,F,N,NA,MCD127,6,0.212,100% MACROINVERTS,,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD128,MCD128,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,111,22,F,N,NA,MCD128,5,0.169,100% MACROINVERTS,,0,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD129,MCD129,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,107,18,M,N,NA,MCD129,4,0,"5% VELIGERS, 95% UNK",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"5% VELIGERS, 95% UNK"
MCD130,MCD130,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,110,21,M,Y,NA,MCD130,6,0.2,"5% SNAIL, 45% MACROS, 50% TERRESTRIAL INSECTS",,0,0.09,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"5% SNAIL, 45% MACROS, 50% TERRESTRIAL INSECTS"
MCD131,MCD131,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,111,19,UNK,UNK,NA,MCD131,5,0.106,100% MACROS,,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROS
MCD132,MCD132,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,110,22,F,Y,NA,MCD132,5,0.01,"5% SNAIL, 95% UNK",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"5% SNAIL, 95% UNK"
MCD133,MCD133,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,102,17,M,N,NA,MCD133,3,0.06,"60% MACROS, 40% MUCK",,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"60% MACROS, 40% MUCK"
MCD134,MCD134,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,106,17,F,N,NA,MCD134,4,0.096,100% MACROINVERTS,,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD135,MCD135,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,95,13,F,N,NA,MCD135,3,0.051,100% MACROINVERTS,,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD136,MCD136,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,91,13,M,Y,NA,MCD136,4,0.01,"10% VELIGERS, 90% UNK",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.01,0,,0,,,,,"10% VELIGERS, 90% UNK"
MCD137,MCD137,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,96,12,M,Y,NA,MCD137,3,0,100% UNK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% UNK
MCD138,MCD138,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,90,11,F,N,NA,MCD138,3,0.043,100% AMPHIPOD,,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% AMPHIPOD
MCD139,MCD139,5/24/17,2017,NA,MCD,EF,NA,NA,CS,PS,96,18,F,Y,NA,MCD139,3,0.08,100% MACROINVERTS,,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD140,MCD140,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,92,13,M,Y,NA,MCD140,3,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD141,MCD141,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,93,13,M,Y,NA,MCD141,5,0.1,"15% VELIGERS, 5% SNAILS, 80% MACROS",,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,,0,0,0.015,0,,0,,,,,"15% VELIGERS, 5% SNAILS, 80% MACROS"
MCD142,MCD142,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,78,8,UNK,UNK,NA,MCD142,1,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD143,MCD143,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,89,12,F,N,NA,MCD143,4,0.1,"5% VELIGERS, 95% MACROS",,0,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.005,0,,0,,,,,"5% VELIGERS, 95% MACROS"
MCD144,MCD144,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,85,8,M,N,NA,MCD144,2,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD145,MCD145,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,81,8,M,N,NA,MCD145,2,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD146,MCD146,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,85,9,M,N,NA,MCD146,2,0.04,100% VELIGERS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.04,0,,0,,,,,100% VELIGERS
MCD147,MCD147,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,84,9,F,N,NA,MCD147,2,0.1,"50% MACROS, 50% TERRESTRIAL INSECTS",,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"50% MACROS, 50% TERRESTRIAL INSECTS"
MCD148,MCD148,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,79,9,F,N,NA,MCD148,2,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD149,MCD149,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,53,2,IMM,N,NA,MCD149,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD150,MCD150,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,55,3,IMM,N,NA,MCD150,1,0.005,100% MACROINVERTS,,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MACROINVERTS
MCD151,MCD151,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,68,5,IMM,N,NA,MCD151,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD152,MCD152,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,82,9,IMM,N,NA,MCD152,1,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD153,MCD153,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,62,4,IMM,N,NA,MCD153,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD154,MCD154,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,66,4,IMM,N,NA,MCD154,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD155,MCD155,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,65,4,IMM,N,NA,MCD155,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD156,MCD156,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,62,3,IMM,N,NA,MCD156,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD157,MCD157,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,61,4,IMM,N,NA,MCD157,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD158,MCD158,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,66,5,IMM,N,NA,MCD158,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD159,MCD159,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,67,5,IMM,N,NA,MCD159,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD160,MCD160,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,71,5,IMM,N,NA,MCD160,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD161,MCD161,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,67,5,IMM,N,NA,MCD161,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD162,MCD162,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,62,3,IMM,N,NA,MCD162,2,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD163,MCD163,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,65,4,IMM,N,NA,MCD163,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD164,MCD164,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,53,1,IMM,N,NA,MCD164,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD165,MCD165,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,42,0.863,IMM,N,NA,MCD165,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD166,MCD166,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,65,4,IMM,N,NA,MCD166,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD167,MCD167,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,60,3,IMM,N,NA,MCD167,0,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD168,MCD168,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,74,6,IMM,N,NA,MCD168,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD169,MCD169,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,62,4,IMM,N,NA,MCD169,2,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD170,MCD170,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,85,9,F,N,NA,MCD170,2,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD171,MCD171,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,66,5,IMM,N,NA,MCD171,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD172,MCD172,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,59,3,IMM,N,NA,MCD172,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD173,MCD173,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,40,0.894,IMM,N,NA,MCD173,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD174,MCD174,5/24/17,2017,NA,MCD,EF,NA,NA,CS,PS,66,5,IMM,N,NA,MCD174,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD175,MCD175,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,94,12,M,Y,NA,MCD175,,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD176,MCD176,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,63,3,IMM,N,NA,MCD176,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD177,MCD177,5/24/17,2017,NA,MCD,EF,NA,NA,CS,BG,64,3,IMM,N,NA,MCD177,1,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD178,MCD178,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,362,711,M,Y,NA,MCD178,7,19.751,100% CRAYFISH (ONE),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.751,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% CRAYFISH (ONE)
MCD179,MCD179,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,243,272,M,Y,NA,MCD179,2,0,EMPTY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,EMPTY
MCD180,MCD180,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,235,210,M,Y,NA,MCD180,2,0,100% MUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MUCK
MCD181,MCD181,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,222,174,M,Y,NA,MCD181,2,0,100% MUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MUCK
MCD182,MCD182,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,341,670,F,Y,NA,MCD182,6,18.322,100% FISH (2),,0,0,0,0,18.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% FISH (2)
MCD183,MCD183,6/26/17,2017,NA,MCD,EF,NA,NA,CS,LMB,326,534,M,Y,NA,MCD183,6,6.582,100% BLG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.582,0,0,0,0,0,,0,0,0,0,,0,,,,,100% BLG
MCD184,MCD184,6/9/17,2017,NA,MCD,EF,NA,NA,CS,YP,185,71,F,Y,NA,MCD184,4,0.015,"95% MUCK, 5% INSECTS",,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,"95% MUCK, 5% INSECTS"
MCD185,MCD185,6/9/17,2017,NA,MCD,EF,NA,NA,CS,YP,152,42,M,Y,NA,MCD185,2,0.374,100% MAYFLY,,0,0,0,0,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MAYFLY
MCD186,MCD186,6/9/17,2017,NA,MCD,EF,NA,NA,CS,YP,115,19,M,UNK,NA,MCD186,3,0,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,NA
MCD187,MCD187,6/9/17,2017,NA,MCD,EF,NA,NA,CS,BC,205,116,M,Y,NA,MCD187,5,0.096,100% MAYFLY,,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% MAYFLY
MCD188,MCD188,6/9/17,2017,NA,MCD,EF,NA,NA,CS,BC,205,124,M,Y,NA,MCD188,4,0.672,100% TERRESTRIAL INSECTS,,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,100% TERRESTRIAL INSECTS
