duplicate,replicate,id_original_iso,id_simple_iso,delta13_C,total_C_ug,C.Comment,delta15_N,total_N_ug,N.Comment,tray_name,lake,year,well_id,material_type,sample_weight,id_year,id_original_fish,id_simple_fish,Lake,Processing.Crew,Species,tl.mm,wt.g,sex,mature,Isotope.ID,diet.wt.g,diet.contents.note,Zooplankton,unknown.benthic.invert,vegetation,unknown.terr.invert,unknown.fish,Mayfly.nymph,Mayfly.adult,Amphipod,Chironomid.larvae,Oligochaete,Chironomid.pupa,Chironomid.adult,Diptera.larvae,Diptera.adult,YP,Megaloptera.larvae,beetle,Crayfish,collembola,leech,Odonata.nymph,Odonata.adult,snail,CMM,BG,frog..tadpole_,frog..adult.,BLN,caddisfly,LMB,LMB.YOY,BC,bivalve,veligers,JD,ID,GS,Lepomis.spp,YOY..unknown.,fish.eggs
FALSE,n,MCD017-2018,MCD017,-24.94,618.76,,7.46,189.8,,MCD2018,MCD,2018,B1,fish,1.6,MCD017_2018,MCD017_2018,MCD017,MCD,"CS, MC",PS,176,124.5,M,Y,MCD017_2018,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD010,MCD010,-30.26,625.82,,6.91,190.06,,MCD2017,MCD,2017,D5,fish,1.3,MCD010_2017,MCD010,MCD010,MCD,CS,BC,106,17,UNK,UNK,MCD010,0.04,"5% ZOOP, 95% MUCK",0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD188,MCD188,-30.67,607.57,,8.01,190.12,,MCD2017,MCD,2017,D7,fish,1.3,MCD188_2017,MCD188,MCD188,MCD,CS,BC,205,124,M,Y,MCD188,0.672,100% TERRESTRIAL INSECTS,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD034-2018,MCD034,-30.13,605.93,,7.66,190.17,,MCD2018,MCD,2018,C6,fish,1.5,MCD034_2018,MCD034_2018,MCD034,MCD,MC,BC,215,124,M,Y,MCD034,0.2,100 b inv,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD858-2018,MCD858,-25.87,618.72,,6.87,190.23,,MCD2018,MCD,2018,G1,fish,1.3,MCD858_2018,MCD858_2018,MCD858,MCD,UWSP,YP,185,69,F,Y,MCD858_2018,NA,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB373-2019,SB373,-33.51,613.72,,7.26,190.28,,SB2019,SB,2019,C5,fish,1.4,SB373_2019,SB373_2019,SB373,SB,UWSP,BC,170,69,UNK,N,SB373_2019,0.64,"50% FISH, 50% INVERTS",NA,0.32,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD833-2018,MCD833,-30.76,623.31,,6.24,190.57,,MCD2018,MCD,2018,F11,fish,1.4,MCD833_2018,MCD833_2018,MCD833,MCD,UWSP,YP,178,53,F,Y,MCD833_2018,NA,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA035,AA035,-25.52,630.86,,7.58,190.59,,MCD2020,MCD,2020,F6,fish,1.4,AA035_2020,AA035,AA035,MCD,UW,GS,124,16,UNK,NA,AA035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA031,AA031,-28.39,610.87,,6.87,190.64,,MCD2020,MCD,2020,B8,fish,1.3,AA031_2020,AA031,AA031,MCD,UW,CMM,62,2.5,UNK,NA,AA031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA106,AA106,-30.47,632.53,,7.85,190.66,,MCD2020,MCD,2020,A1,zoobenthos,1.5,AA106_2020,AA106,AA106,MCD,UW,mussel,18,0.9,NA,NA,AA106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE126,HE126,-25.72,633.13,,5.76,190.74,,MCD2017,MCD,2017,C6,fish,1.408,HE126_2017,HE126,HE126,MCD,"HE, KMP, MC",BLN,70,2.6,NA,NA,HE126,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,AA102,AA102,-28.05,656.19,,6.89,191.06,,MCD2020,MCD,2020,E5,zoobenthos,1.5,AA102_2020,AA102,AA102,MCD,UW,snail,NA,2,NA,NA,AA102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD262-2019,MCD262,-25.08,762.08,,5.62,191.12,,MCD2019-1,MCD,2019,A12,fish,1.5,MCD262_2019,MCD262_2019,MCD262,MCD,AA ,BLN,69,2.7,NA,NA,MCD262_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA080,AA080,-27.81,712.56,,6.65,191.14,,MCD2020,MCD,2020,B10,fish,1.6,AA080_2020,AA080,AA080,MCD,UW,CMM,91,7.8,NA,NA,AA080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD219-2019,MCD219,-26.24,616.53,,9.78,191.53,,MCD2019-1,MCD,2019,H4,fish,1.3,MCD219_2019,MCD219_2019,MCD219,MCD,"AA, MC, LF",WAE,274,146,M,Y,MCD219_2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,SB148A-2020,SB148A,-34.21,666.02,,10.71,204.49,,SB2020,SB,2020,A9,fish,1.4,SB148A_2020,SB148A_2020,SB148A,SB,UWSP,BC,270,322,M,Y,SB148_2020,3,100% benthic invert,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,SB148B-2020,SB148B,-31.94,623.61,,10.03,191.65,,SB2020,SB,2020,A9,fish,1.4,SB148B_2020,SB148B_2020,SB148B,SB,UWSP,BC,270,322,M,Y,SB148_2020,3,100% benthic invert,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD748-2018,MCD748,-26.5,616.92,,7.15,191.65,,MCD2018,MCD,2018,C3,fish,1.3,MCD748_2018,MCD748_2018,MCD748,MCD,UWSP,YP,242,159,F,Y,MCD748_2018,NA,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA011,AA011,-33.65,647.68,,7.2,191.8,,MCD2020,MCD,2020,C8,fish,1.4,AA011_2020,AA011,AA011,MCD,UW,LMB,158,54,F,NA,AA011,1.1,lmb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB8,SB8,-31.73,604.1,,10.99,192.39,,SB2017,SB,2017,D7,fish,1.3,SB8_2017,SB8,SB8,SB,NA,WAE,321,294.8,NA,NA,SB8,11,11.0 g YP,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,TL08,TL08,-33.19,642.55,,8.34,192.76,,SB2017,SB,2017,C3,fish,1.4,TL08_2017,TL08,TL08,SB,"HE, LF, AD, MC, KE",BG,66,4.5,NA,NA,TL08,0.1,100 zoop,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,TL13,TL13,-33.09,615.09,,8.71,192.76,,SB2017,SB,2017,C5,fish,1.3,TL13_2017,TL13,TL13,SB,"HE, LF, AD, MC, KE",BG,177,96.5,NA,NA,TL13,0.5,"50 zoop, 50 b. inv",0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD802-2018,MCD802,-29.98,627.91,,6.91,192.76,,MCD2018,MCD,2018,C11,fish,1.3,MCD802_2018,MCD802_2018,MCD802,MCD,UWSP,BC,137,32,M,N,MCD802_2018,0.36,100% INVERTS,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB035-2018,SB035,-31.86,641.27,,5.5,192.81,,SB2018,SB,2018,B2,fish,1.4,SB035_2018,SB035_2018,SB035,SB,"HE, AD, LF",YP,45,1,U,N,SB035,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE141,HE141,-28.25,655.31,,4.99,192.93,,MCD2017,MCD,2017,D2,fish,1.4,HE141_2017,HE141,HE141,MCD,"HE, KMP, MC",BLB,39,0.9,NA,NA,HE141,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB202-2018,SB202,-29.55,628.14,,9.29,193.09,,SB2018,SB,2018,C3,fish,1.3,SB202_2018,SB202_2018,SB202,SB,UWSP,BG,197,124,F,Y,SB202_2018,0.47,100% INVERTS,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL60,TL60,-24.84,623.71,,6.05,193.1,,MCD2017,MCD,2017,G1,fish,1.4,TL60_2017,TL60,TL60,MCD,"KE, AD",PS,174,64,NA,NA,TL60,0.1,100 b inv,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB084-2020,SB084,-31.9,640.7,,6.42,193.16,,SB2020,SB,2020,B3,fish,1.6,SB084_2020,SB084_2020,SB084,SB,UW,LMB,37,0.5,U,N,SB084_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA086,AA086,-27.58,648.08,,6.99,193.36,,MCD2020,MCD,2020,C4,fish,1.5,AA086_2020,AA086,AA086,MCD,UW,GS,183,48.7,F,NA,AA086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA034,AA034,-25.59,631.54,,7.55,193.39,,MCD2020,MCD,2020,F5,fish,1.4,AA034_2020,AA034,AA034,MCD,UW,GS,163,40,UNK,NA,AA034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB057-2020,SB057,-32.03,645.6,,6.43,193.62,,SB2020,SB,2020,B5,fish,1.4,SB057_2020,SB057_2020,SB057,SB,UW,PS,66,6,F,N,SB057_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD228-2020,MCD228,-26.73,625.82,,6.88,193.64,,MCD2020,MCD,2020,E9,fish,1.3,MCD228_2020,MCD228_2020,MCD228,MCD,UWSP,BC,172,64,F,Y,MCD228_2020,1,100% benthic invert,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE72,HE72,-32.28,624.09,,8.29,193.79,,MCD2017,MCD,2017,E1,fish,1.3,HE72_2017,HE72,HE72,MCD,"HE, KMP, MC",BG,110,22,NA,NA,HE72,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD809-2018,MCD809,-28.02,630.31,,7.77,193.84,,MCD2018,MCD,2018,D5,fish,1.5,MCD809_2018,MCD809_2018,MCD809,MCD,UWSP,BG,182,125,F,Y,MCD809_2018,NA,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCDzoop81419,MCDzoop81419,-31.98,489.39,,1.67,113.26,,MCD2019-1,MCD,2019,E12,zooplankton,1.4,MCDzoop81419_2019,MCDzoop81419,MCDzoop81419,MCD,NA,daphia,NA,NA,NA,NA,MCDzoop81419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB4,SB4,-31.61,646.07,,9.71,193.88,,SB2019,SB,2019,D10,fish,1.4,SB4_2019,SB4,SB4,SB,"AA, MC, LF",WAE,362,NA,NA,NA,SB4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL191,TL191,-26.53,613.45,,7.44,194.01,,MCD2017,MCD,2017,G4,fish,1.3,TL191_2017,TL191,TL191,MCD,"MC, KE",RB,190,128,NA,NA,TL191,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,HE032,HE032,-29.46,636.84,,6.64,194.32,,MCD2017,MCD,2017,B11,fish,1.44,HE032_2017,HE032,HE032,MCD,NA,PS,71,7,NA,NA,HE32,0.6,100 b inv,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,SB271-2018,SB271,-33.96,646.59,,9.03,194.45,,SB2018,SB,2018,C6,fish,1.3,SB271_2018,SB271_2018,SB271,SB,UWSP,BG,112,25,F,N,SB271_2018,0.6,100% INVERTS,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL280,TL280,-31.15,625.68,,11.31,194.52,,SB2020,SB,2020,B7,fish,1.5,TL280_2020,TL280,TL280,SB,UW,WAE,595,NA,NA,NA,TL280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL273,TL273,-31.18,621.84,,10.09,194.82,,SB2020,SB,2020,B6,fish,1.4,TL273_2020,TL273,TL273,SB,UW,WAE,391,NA,NA,NA,TL273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL262,TL262,-26.88,621.84,,7.33,195.01,,MCD2017,MCD,2017,G8,fish,1.3,TL262_2017,TL262,TL262,MCD,"KE, LF, QS",RB,175,118.5,NA,NA,TL262,2,"90 fish, 10 zoop",0.2,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD002-2019,MCD002,-27.85,649.95,,8.39,195.12,,MCD2019-1,MCD,2019,F1,fish,1.4,MCD002_2019,MCD002_2019,MCD002,MCD,"AA, MC, LF",BC,263,258,M,Y,MCD002_2019,1,100% ODONATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD052-2020,MCD052,-27.58,645.36,,6.9,195.17,,MCD2020,MCD,2020,E6,fish,1.3,MCD052_2020,MCD052_2020,MCD052,MCD,UWSP,BC,253,236,F,Y,MCD052_2020,1,100% benthic invert,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD479-2020,MCD479,-28.83,671.18,,7.1,195.39,,MCD2020,MCD,2020,A10,fish,1.3,MCD479_2020,MCD479_2020,MCD479,MCD,UWSP,BG,79,12,F,N,MCD479_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,M16,M16,-28.34,619.37,,8.55,195.41,,MCD2017,MCD,2017,F4,fish,1.3,M16_2017,M16,M16,MCD,NA,LMB,231,169.2,NA,NA,M16,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,HE056,HE056,-29.54,645.27,,7.23,195.44,,MCD2017,MCD,2017,C4,fish,1.426,HE056_2017,HE056,HE056,MCD,NA,LMB,75,5.5,NA,NA,HE56,0.1,100 b inv,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,MCD073-2019,MCD073,-25.85,647.82,,6.57,195.85,,MCD2019-1,MCD,2019,G7,fish,1.4,MCD073_2019,MCD073_2019,MCD073,MCD,"AA, MC, LF",PS,175,121,M,Y,MCD073_2019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA100,AA100,-26.19,654.93,,6.95,195.97,,MCD2020,MCD,2020,B5,fish,1.5,AA100_2020,AA100,AA100,MCD,UW,BLN,67,1.6,NA,NA,AA100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA057,AA057,-29.51,634.39,,7.55,196.02,,MCD2020,MCD,2020,C12,fish,1.5,AA057_2020,AA057,AA057,MCD,UW,NP,523,920,NA,NA,AA057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD116-2019,MCD116,-25.52,651.77,,5.75,196.12,,MCD2019-1,MCD,2019,G8,fish,1.4,MCD116_2019,MCD116_2019,MCD116,MCD,"AA, MC, LF",PS,94,16,UNK,N,MCD116_2019,0.1,100% ZOOP,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA074,AA074,-29.78,653.84,,5.13,196.14,,SB2020,SB,2020,A1,zoobenthos,1.5,AA074_2020,AA074,AA074,SB,UW,crayfish,30,5.2,F,NA,AA074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB011-2020,SB011,-32.68,657.98,,7.61,196.14,,SB2020,SB,2020,B12,fish,1.4,SB011_2020,SB011_2020,SB011,SB,UWSP,BC,100,22,U,U,SB011_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD353-2018,MCD353,-23.38,652.16,,7.27,196.32,,MCD2018,MCD,2018,E5,fish,1.5,MCD353_2018,MCD353_2018,MCD353,MCD,UWSP,PS,180,136,M,Y,MCD353_2018,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB163-2020,SB163,-34.22,640.86,,7.29,196.59,,SB2020,SB,2020,A12,fish,1.4,SB163_2020,SB163_2020,SB163,SB,UWSP,BG,148,56,M,Y,SB163_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,SB386A-2019,SB386A,-33.76,676.20,,8.34,207.27,,SB2019,SB,2019,C11,fish,1.5,SB386A_2019,SB386A_2019,SB386A,SB,UWSP,BG,166,88,F,Y,SB386_2019,0.746,"50% AQUATIC INVERT, 50% TERRESTRIAL INV",NA,0.373,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,SB386B-2019,SB386B,-31.94,636.12,,7.84,196.65,,SB2019,SB,2019,C11,fish,1.5,SB386B_2019,SB386B_2019,SB386B,SB,UWSP,BG,166,88,F,Y,SB386_2019,0.746,"50% AQUATIC INVERT, 50% TERRESTRIAL INV",NA,0.373,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE35,HE35,-28.44,631.78,,7.09,196.85,,MCD2017,MCD,2017,D11,fish,1.4,HE35_2017,HE35,HE35,MCD,"HE, KMP, MC",BG,104,19,NA,NA,HE35,0.3,"50 b inv, 50 t. inv",0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD055-2018,MCD055,-26.81,654.12,,6.67,196.91,,MCD2018,MCD,2018,D12,fish,1.4,MCD055_2018,MCD055_2018,MCD055,MCD,MC,PS,117,33.5,F,Y,MCD055,0.6,100 b inv,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB321-2018,SB321,-31.81,647.47,,9.84,196.94,,SB2018,SB,2018,A5,fish,1.4,SB321_2018,SB321_2018,SB321,SB,UWSP,PS,183,140,M,UNK,SB321_2018,0.624,100% INVERTS,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
